BusinessName,FullAddress,StreetAddress,City,State,Zip,PlusCode,Website,Phone,LatLong,Category,Hours,IsClaimed,Rating,ReviewCount,Amenities,NumberOfPhotos,ImageURL,URL
PT Sindorim Surya Sejahtera (APL Tower Central Park),"RT.9/RW.5, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470               Terletak di: Apl tower","RT.9/RW.5, Tj. Duren Utara, Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11470               Terletak di: Apl tower,RQFR+CP,,0811-8333-083,"-6.1764047, 106.7918181",Kantor Perusahaan,"Selasa Buka 24 jam,Rabu Buka 24 jam,Kamis Buka 24 jam,Jumat Buka 24 jam,Sabtu Buka 24 jam,Minggu Buka 24 jam,Senin Buka 24 jam. Sembunyikan jam buka untuk seminggu",Y,"4,5",207,,242,https://lh5.googleusercontent.com/p/AF1QipN2Ge_P9KKjoWm1JO7ZQ740ftXcCb1F3OPzBBhe=w408-h306-k-no,"https://www.google.com/maps/place/PT+Sindorim+Surya+Sejahtera+(APL+Tower+Central+Park)/@-6.2087449,106.7142637,11z/data=!3m1!5s0x2e69f65f7d4dbbd1:0xa8d96911b7c248b8!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f65f9c01ae27:0x4cd76a2ba246c629!8m2!3d-6.1764047!4d106.7918181"
JNE Pusat,"Jl. Tomang Raya No.11, RT.2/RW.1, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440","Jl. Tomang Raya No.11, RT.2/RW.1, Tomang, Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11440,RQCX+M3,jne.co.id,(021) 29278888,"-6.1783063, 106.7976964",Kantor Perusahaan,"Selasa Buka 24 jam,Rabu Buka 24 jam,Kamis Buka 24 jam,Jumat Buka 24 jam,Sabtu Buka 24 jam,Minggu Buka 24 jam,Senin Buka 24 jam. Sembunyikan jam buka untuk seminggu",Y,"3,8",1388,,525,https://lh5.googleusercontent.com/p/AF1QipNo-zwpUc6bOttj0EHyPmEp4RbOc5Wj0tIdjnNk=w408-h544-k-no,"https://www.google.com/maps/place/JNE+Pusat/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f68a594d549b:0xdba97eb6a3c336ac!8m2!3d-6.1783063!4d106.7976964"
PT Mayora Indah Tbk,"Gedung Mayora, Jalan Tomang Raya 21-23, RT.1/RW.1, Tomang, Grogol petamburan, RT.1/RW.1, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Gedung Mayora, Jalan Tomang Raya 21-23, RT.1/RW.1, Tomang, Grogol petamburan, RT.1/RW.1, Tomang, Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQFX+3J,mayoraindah.co.id,(021) 80637400,"-6.1773496, 106.7990587",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"3,7",98,,15,https://lh5.googleusercontent.com/p/AF1QipP5XZF-xwifUmq_V8wu7kh18OFH1UzC-DrsQVLA=w426-h240-k-no,"https://www.google.com/maps/place/PT+Mayora+Indah+Tbk/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6e33b17cae1:0xd0d88edd4fcad23d!8m2!3d-6.1773496!4d106.7990587"
PT. Logistic One Solution,"Grand Slipi Tower 16th Floor Suite 16F, Jl. S. Parman Kav 22-24, RT.1/RW.4, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Grand Slipi Tower 16th Floor Suite 16F, Jl. S. Parman Kav 22-24, RT.1/RW.4, Palmerah, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,QQXX+Q7,logistic1.com,(021) 29022590,"-6.2005575, 106.7982034",Kantor Perusahaan,"Selasa Buka 24 jam,Rabu Buka 24 jam,Kamis Buka 24 jam,Jumat Buka 24 jam,Sabtu Buka 24 jam,Minggu Buka 24 jam,Senin Buka 24 jam. Sembunyikan jam buka untuk seminggu",N,"5,0",3,,0,https://geo1.ggpht.com/cbk?panoid=_ZWXgIGOpqmBGe6JAWdDOA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=2.299877&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT.+Logistic+One+Solution/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6bef1723837:0xa0b8c2f1bce1b8fe!8m2!3d-6.2005575!4d106.7982034"
Blibli Parkir,"Jl. Brigjen Katamso No.10, RT.3/RW.7, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420","Jl. Brigjen Katamso No.10, RT.3/RW.7, Kota Bambu Sel., Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11420,RR63+82,,,"-6.189154, 106.8025146",Kantor Perusahaan,,N,"5,0",1,,0,https://geo0.ggpht.com/cbk?panoid=mPlqB9VYIHErtReYYNvRcQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=328.45285&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Blibli+Parkir/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f691b04c25d3:0x24b64b367d20f6bc!8m2!3d-6.189154!4d106.8025146"
Wisma Akr,"Jl. Panjang No.5, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Panjang No.5, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ59+88,akr.co.id,,"-6.1916293, 106.7682663",Kantor Perusahaan,,Y,"4,5",135,,34,https://lh5.googleusercontent.com/p/AF1QipNDt6z0NoBhqbYGSIRW2BdV3TM0tzAyQPlq4j4G=w408-h306-k-no,"https://www.google.com/maps/place/Wisma+Akr/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f71dae3dae3b:0x90163e99a268110e!8m2!3d-6.1916293!4d106.7682663"
Wisma Barito Pacific Pintu Belakang,"Jl. Ibis, RT.11/RW.4, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Ibis, RT.11/RW.4, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ3X+5H,,,"-6.197116, 106.7989248",,,N,,,,0,https://geo3.ggpht.com/maps/photothumb/fd/v1?bpb=ChAKDnNlYXJjaC5UQUNUSUxFEkAKEgmVPBWXIvdpLhEisInQCeHw-BIKDSxlTvwVBzmoPxoSCfdwrhq-9mkuEcpMsCOck1aTKgoNKGVO_BUAOag_GgYI8AEQmAM&gl=ID,"https://www.google.com/maps/place/Wisma+Barito+Pacific+Pintu+Belakang/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f72297153c95:0xf8f0e109d089b022!8m2!3d-6.197116!4d106.7989248"
PT Pupuk Indonesia Logistik,"Gedung Pusri, Jl. Letjen S. Parman No.Kav.101, RT.2/RW.1, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440","Gedung Pusri, Jl. Letjen S. Parman No.Kav.101, RT.2/RW.1, Tomang, Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11440,RQCW+FG,pi-logistik.com,(021) 22631881,"-6.1788671, 106.7963701",Kantor Perusahaan,"Selasa 07.30–16.30,Rabu 07.30–16.30,Kamis 07.30–16.30,Jumat 07.30–16.30,Sabtu Tutup,Minggu Tutup,Senin 07.30–16.30. Sembunyikan jam buka untuk seminggu",N,"4,4",55,,4,,"https://www.google.com/maps/place/PT+Pupuk+Indonesia+Logistik/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f68aedea29a7:0x8675285a57ed612e!8m2!3d-6.1788671!4d106.7963701"
PT. TIM _easylife.id slipi,"Jl. Anggrek Neli Murni No.67, RT.6/RW.1, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Jl. Anggrek Neli Murni No.67, RT.6/RW.1, Kemanggisan, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,RQ7V+CX,easylife.id,(021) 53666184,"-6.1864121, 106.7949904",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu 08.00–17.00,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,3",6,,10,https://lh5.googleusercontent.com/p/AF1QipMdxLcrf4_32WaoxeMn5nmqE7PqCnjWBde2Z9vm=w408-h306-k-no,"https://www.google.com/maps/place/PT.+TIM+_easylife.id+slipi/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f68d47d92625:0x9bde8e2164aaa4ad!8m2!3d-6.1864121!4d106.7949904"
SPOTEC,"Jl. Arjuna Utara No.35, RT.1/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470","Jl. Arjuna Utara No.35, RT.1/RW.1, Tj. Duren Sel., Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11470,RQ8R+F7,spotec.co.id,(021) 56981055,"-6.1838559, 106.7907206",Kantor Perusahaan,,N,"5,0",10,,4,https://lh5.googleusercontent.com/p/AF1QipN5B4v-Ez2TSIN1wxR4ygsVXvVM1vBBxiMJncXU=w408-h725-k-no,"https://www.google.com/maps/place/SPOTEC/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6fca6aeee13:0x8f93cec14ca7a7a6!8m2!3d-6.1838559!4d106.7907206"
PT. TUJUH INSAN MADANI,"Jl. Anggrek Neli Murni Raya Blok B No. 67 Lt.2, Kemanggisan, Palmerah, RT.6/RW.1, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Jl. Anggrek Neli Murni Raya Blok B No. 67 Lt.2, Kemanggisan, Palmerah, RT.6/RW.1, Kemanggisan, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,RQ7V+RW,easylife.co.id,(021) 53666184,"-6.1854178, 106.7947613",Kantor Perusahaan,,Y,"3,4",24,,0,https://geo1.ggpht.com/cbk?panoid=GcfWfom740vRZlrhbWPaSQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=14.324536&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT.+TUJUH+INSAN+MADANI/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f68d2edb9853:0x58a8e2269b3a8128!8m2!3d-6.1854178!4d106.7947613"
PT. Wirecard Technologies Indonesia,"Jl. Letjen. S. Parman Blok G No.Kav 62-63,, RT.8/RW.4, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Letjen. S. Parman Blok G No.Kav 62-63,, RT.8/RW.4, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ3X+3C,aprisma.co.id,(021) 53665115,"-6.1973697, 106.7985078",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,5",67,,0,https://geo3.ggpht.com/cbk?panoid=PNseVD_cnVhYaIvA0o4q5A&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=81.14736&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT.+Wirecard+Technologies+Indonesia/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6958c82097f:0xf337205da16f9eb2!8m2!3d-6.1973697!4d106.7985078"
PT Mobilwow,"Grand Slipi Tower, Lantai 41 KL Jl. Let. Jend. S. Parman, Kav. 22-24 Jakarta Barat RT.1, RT.1/RW.4, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Grand Slipi Tower, Lantai 41 KL Jl. Let. Jend. S. Parman, Kav. 22-24 Jakarta Barat RT.1, RT.1/RW.4, Palmerah, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,QQXX+MC,mobilwow.com,(021) 29022260,"-6.2007999, 106.7985726",Kantor Perusahaan,"Selasa 08.30–19.00,Rabu 08.30–19.00,Kamis 08.30–19.00,Jumat 08.30–19.00,Sabtu Tutup,Minggu Tutup,Senin 08.30–19.00. Sembunyikan jam buka untuk seminggu",Y,"4,4",9,,11,https://lh5.googleusercontent.com/p/AF1QipNc_K9xZDaFFqBc77AvQYSooiAyV1SRDrOV1wXF=w408-h271-k-no,"https://www.google.com/maps/place/PT+Mobilwow/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6b958fa38af:0x31f3997de12c2aab!8m2!3d-6.2007999!4d106.7985726"
Karya Tugas Anda,"JL. Katalia Raya 2, RT.4/RW.8, Kota Bambu Utara, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11430","JL. Katalia Raya 2, RT.4/RW.8, Kota Bambu Utara, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11430,RQ8X+V9,tugasanda.com,(021) 5667770,"-6.1827637, 106.7984281",,,N,,,,2,https://geo0.ggpht.com/cbk?panoid=e90lT38_8k1Ds6PjwY1UYA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=13.60123&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Karya+Tugas+Anda/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f662718c632d:0x96f6af7ac3f2dc22!8m2!3d-6.1827637!4d106.7984281"
Optik Melawai HO,"Jl. Aipda Karel Satsuit Tubun No.72, RT.1/RW.1, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Aipda Karel Satsuit Tubun No.72, RT.1/RW.1, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RR54+QC,optikmelawai.com,(021) 5306956,"-6.1905933, 106.8061219",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,4",51,,14,https://lh5.googleusercontent.com/p/AF1QipMSFGXW2gp3PmQRD8BsOBNHchwjByoT-euetr09=w408-h544-k-no,"https://www.google.com/maps/place/Optik+Melawai+HO/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f697c74c79fb:0x8ef5decfa38999b!8m2!3d-6.1905933!4d106.8061219"
PT. Mitra Adira Utama,"Grand Slipi Tower, 35th Floor Jl. S. Parman Kav. 22-24, Slipi, RT.1/RW.4, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Grand Slipi Tower, 35th Floor Jl. S. Parman Kav. 22-24, Slipi, RT.1/RW.4, Palmerah, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,,mitraadira.com,(021) 29022500,"-6.2007999, 106.7985726",Kantor Perusahaan,,Y,"5,0",1,,0,,"https://www.google.com/maps/place/PT.+Mitra+Adira+Utama/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6bef2eaaaab:0x541010cd77b6cf37!8m2!3d-6.2007999!4d106.7985726"
Nusantara Sakti Group,"Gedung The Victoria Lantai 5-6 Jl. Tomang Raya Kav. 35-37, RT.12/RW.5, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440","Gedung The Victoria Lantai 5-6 Jl. Tomang Raya Kav. 35-37, RT.12/RW.5, Tomang, Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11440,RRF2+F6,nusantara-sakti.com,(021) 5686666,"-6.1763184, 106.8005977",Kantor Perusahaan,"Selasa 08.30–17.00,Rabu 08.30–17.00,Kamis 08.30–17.00,Jumat 08.30–17.00,Sabtu 08.30–12.00,Minggu Tutup,Senin 08.30–17.00. Sembunyikan jam buka untuk seminggu",Y,"4,3",422,,17,,"https://www.google.com/maps/place/Nusantara+Sakti+Group/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6621a4a2121:0xe6e3f5d9547106ce!8m2!3d-6.1763184!4d106.8005977"
PT. Harrisma Agung Jaya,"Jl. Letjen S Parman Kav 77 Slipi Palmerah Jakarta Barat DKI Jakarta, RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Jl. Letjen S Parman Kav 77 Slipi Palmerah Jakarta Barat DKI Jakarta, RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+R5,,(021) 5361230,"-6.1904966, 106.7979026",,,N,,,,0,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,"https://www.google.com/maps/place/PT.+Harrisma+Agung+Jaya/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f693ae2f2999:0xa1dd5d761dabe985!8m2!3d-6.1904966!4d106.7979026"
Dipo Business Center,"Jl. Jend. Gatot Subroto Kav 50-52 Petamburan Tanah Abang RT.1, RW.7, Petamburan, Tanahabang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260","Jl. Jend. Gatot Subroto Kav 50-52 Petamburan Tanah Abang RT.1, RW.7, Petamburan, Tanahabang",Kota Jakarta Pusat,Daerah Khusus Ibukota Jakarta,10260,QRW2+WC,,(021) 30060006,"-6.2026457, 106.8011035",Kantor Perusahaan,"Selasa 08.00–17.00,Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,3",119,,62,https://lh5.googleusercontent.com/p/AF1QipMiU6nXnDdqQzvdh6xxldNiIPPqpYpGwcQACCwU=w408-h725-k-no,"https://www.google.com/maps/place/Dipo+Business+Center/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6bc069cd2e9:0x158db072b899a055!8m2!3d-6.2026457!4d106.8011035"
PT. Nomura Exporindo,"RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+Q3,nomuratrading.co.jp,(021) 5703351,"-6.190513, 106.7976495",Perusahaan Ekspor-Impor,"Selasa 08.30–16.30,Rabu 08.30–16.30,Kamis 08.30–16.30,Jumat 08.30–04.30,Sabtu Tutup,Minggu Tutup,Senin 08.30–16.30. Sembunyikan jam buka untuk seminggu",N,"4,7",3,,0,,"https://www.google.com/maps/place/PT.+Nomura+Exporindo/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6aadf9f162b:0x88274ec802b11579!8m2!3d-6.190513!4d106.7976495"
PT. Triple One Global,"Jalan Aren No. 29, Kel. Jati Pulo, Kec. Palmerah Tomang, Jakarta Barat, Indonesia, RT.7/RW.3, Jatipulo, Kec. Palmerah, Jakarta, Daerah Khusus Ibukota Jakarta 11430","Jalan Aren No. 29, Kel. Jati Pulo, Kec. Palmerah Tomang, Jakarta Barat, Indonesia, RT.7/RW.3, Jatipulo, Kec. Palmerah",Jakarta,Daerah Khusus Ibukota Jakarta,11430,RRC3+P9,tog.co.id,(021) 22562887,"-6.1782173, 106.8034984",Kantor Perusahaan,"Selasa Buka 24 jam,Rabu Buka 24 jam,Kamis Buka 24 jam,Jumat Buka 24 jam,Sabtu Buka 24 jam,Minggu Buka 24 jam,Senin Buka 24 jam. Sembunyikan jam buka untuk seminggu",Y,"4,6",42,,7,https://lh5.googleusercontent.com/p/AF1QipN2CFNkVYvQ0tXiPVGVnNuR-rq9jA0ul8dGn8gI=w408-h544-k-no,"https://www.google.com/maps/place/PT.+Triple+One+Global/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6883687f359:0xedbdaf2987adce81!8m2!3d-6.1782173!4d106.8034984"
PT. Batu Alam Selaras,"Plaza Slipi Jaya , JL. Letjen. S. Parman Kav 17-18 , Kemanggisan, Palmerah, 11480 Jakarta Barat, DKI Jakarta, RT.12/RW.1, Kemanggisan, Palmerah, West Jakarta City, Jakarta 11480","Plaza Slipi Jaya , JL. Letjen. S. Parman Kav 17-18 , Kemanggisan, Palmerah, 11480 Jakarta Barat, DKI Jakarta, RT.12/RW.1, Kemanggisan, Palmerah",West Jakarta City,Jakarta,11480,RQ6W+9H,,(021) 63851140,"-6.1890765, 106.7963753",,,N,,,,0,https://geo1.ggpht.com/cbk?panoid=EPuY3wSOZhuiF9wkRzcLew&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=263.07813&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT.+Batu+Alam+Selaras/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f692edc64533:0xb422a3007ca7a971!8m2!3d-6.1890765!4d106.7963753"
Koperasi Karyawan Satria (Kokarsa),"Wisma 77 Lantai 11 Tower 1 JL. Jenderal S. Parman Kavling 77, RT.6/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410","Wisma 77 Lantai 11 Tower 1 JL. Jenderal S. Parman Kavling 77, RT.6/RW.3, Slipi, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11410,RQ5X+P5,,(021) 5363136,"-6.190646, 106.7978909",,,N,,,,0,https://geo3.ggpht.com/cbk?panoid=LuSrq-m_xcvwOsYLB_ZzSw&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=74.02447&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Koperasi+Karyawan+Satria+(Kokarsa)/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f693afe52c25:0xdc83163e419913bf!8m2!3d-6.190646!4d106.7978909"
PT Kompak Indopola,"Gedung Total Lt. 11, Jl. Letjen S. Parman No.RT.12, RT.12/RW.3, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440               Terletak di: PT Total Bangun Persada Tbk","Gedung Total Lt. 11, Jl. Letjen S. Parman No.RT.12, RT.12/RW.3, Tomang, Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11440               Terletak di: PT Total Bangun Persada Tbk,RQFV+8R,kompak.co.id,(021) 5680563,"-6.1767408, 106.794571",Kantor Perusahaan,"Selasa 09.00–16.30,Rabu 09.00–21.00,Kamis 09.00–16.30,Jumat 09.00–16.30,Sabtu 09.00–13.00,Minggu Tutup,Senin 09.00–16.30. Sembunyikan jam buka untuk seminggu",Y,"5,0",1,,7,https://lh5.googleusercontent.com/p/AF1QipPAJO3YGnAEIoN9hkX9c6QugDkypcaD8I8SMqGX=w408-h306-k-no,"https://www.google.com/maps/place/PT+Kompak+Indopola/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f68211325f97:0xc28ef0d412707e84!8m2!3d-6.1767408!4d106.794571"
PT Communication Cable Systems Indonesia,"Grand Slipi Tower, Jl. Letjen S. Parman No.Kav 22-24, RT.1/RW.4, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Grand Slipi Tower, Jl. Letjen S. Parman No.Kav 22-24, RT.1/RW.4, Palmerah, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,QQXX+MC,ccsi.co.id,(021) 29865963,"-6.2007999, 106.7985726",Kantor Perusahaan,,Y,"3,7",7,,0,https://geo3.ggpht.com/cbk?panoid=jrwGS_JBAue_Ursv02l2Og&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=236.38972&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT+Communication+Cable+Systems+Indonesia/@-6.1894818,106.7809116,14z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+wisma+77+jakarta+barat!3m4!1s0x2e69f6aa79ff778d:0x6a9388e48e7de328!8m2!3d-6.2007999!4d106.7985726"
